,ffr,change,scheduled,decision,prime,exports,pce,ue,rgdp,cars,recess,gdpg,veloc,house,cli,spx,usd,fed_party,potus_party
1989-01-01,,,,,,,,,,,,,,,,,,,
1989-01-02,,,,,,,,,,,,,,,,,,,
1989-01-03,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,,,,
1989-01-04,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,,92.5,,
1989-01-05,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,275.3099975585937,92.16999816894533,,
1989-01-06,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,279.42999267578125,92.9800033569336,,
1989-01-07,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,280.010009765625,93.58999633789062,,
1989-01-08,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,280.6700134277344,94.36000061035156,,
1989-01-09,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,280.6700134277344,94.36000061035156,,
1989-01-10,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,280.6700134277344,94.36000061035156,,
1989-01-11,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,280.9800109863281,94.5,,
1989-01-12,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,280.3800048828125,95.08999633789062,,
1989-01-13,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,282.010009765625,94.5500030517578,,
1989-01-14,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,283.1700134277344,94.62999725341795,,
1989-01-15,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,283.8699951171875,95.31999969482422,,
1989-01-16,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,283.8699951171875,95.31999969482422,,
1989-01-17,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,283.8699951171875,95.31999969482422,,
1989-01-18,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,284.1400146484375,96.01000213623048,,
1989-01-19,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,283.54998779296875,95.62000274658205,,
1989-01-20,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,286.5299987792969,96.58000183105467,1.0,1.0
1989-01-21,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,286.9100036621094,95.83000183105467,1.0,1.0
1989-01-22,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,286.6300048828125,95.08999633789062,1.0,1.0
1989-01-23,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,286.6300048828125,95.08999633789062,1.0,1.0
1989-01-24,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,286.6300048828125,95.08999633789062,1.0,1.0
1989-01-25,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,284.5,94.94000244140624,1.0,1.0
1989-01-26,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,288.489990234375,95.25,1.0,1.0
1989-01-27,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,289.1400146484375,95.0500030517578,1.0,1.0
1989-01-28,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,291.69000244140625,95.45999908447266,1.0,1.0
1989-01-29,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,293.82000732421875,96.19000244140624,1.0,1.0
1989-01-30,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,293.82000732421875,96.19000244140624,1.0,1.0
1989-01-31,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,293.82000732421875,96.19000244140624,1.0,1.0
1989-02-01,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,294.989990234375,96.02999877929688,1.0,1.0
1989-02-02,,,,,,12.5,4.05,5.4,4.1,15.372,0.0,4.2,7.028,1621.0,100.5312,297.4700012207031,96.7699966430664,1.0,1.0
1989-02-03,,,,,,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,297.0899963378906,96.58000183105467,1.0,1.0
1989-02-04,,,,,,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,296.8399963378906,96.8000030517578,1.0,1.0
1989-02-05,,,,,,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,296.9700012207031,96.73999786376952,1.0,1.0
1989-02-06,,,,,,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,296.9700012207031,96.73999786376952,1.0,1.0
1989-02-07,,,,,,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,296.9700012207031,96.73999786376952,1.0,1.0
1989-02-08,,,,,,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,296.0400085449219,96.61000061035156,1.0,1.0
1989-02-09,,,,,,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,299.6300048828125,96.58999633789062,1.0,1.0
1989-02-10,,,,,,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,298.6499938964844,96.48999786376952,1.0,1.0
1989-02-11,,,,,,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,296.0599975585937,95.6500015258789,1.0,1.0
1989-02-12,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,292.0199890136719,96.37999725341795,1.0,1.0
1989-02-13,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,292.0199890136719,96.37999725341795,1.0,1.0
1989-02-14,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,292.0199890136719,96.37999725341795,1.0,1.0
1989-02-15,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,292.5400085449219,96.16999816894533,1.0,1.0
1989-02-16,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,291.8099975585937,95.20999908447266,1.0,1.0
1989-02-17,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,294.239990234375,95.01000213623048,1.0,1.0
1989-02-18,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,294.8099975585937,95.0,1.0,1.0
1989-02-19,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,296.760009765625,94.9000015258789,1.0,1.0
1989-02-20,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,296.760009765625,94.9000015258789,1.0,1.0
1989-02-21,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,296.760009765625,94.9000015258789,1.0,1.0
1989-02-22,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,296.760009765625,94.9000015258789,1.0,1.0
1989-02-23,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,295.9800109863281,95.48999786376952,1.0,1.0
1989-02-24,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,290.9100036621094,95.23999786376952,1.0,1.0
1989-02-25,,,,,11.0,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,292.04998779296875,94.52999877929688,1.0,1.0
1989-02-26,,,,,11.5,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,287.1300048828125,94.66000366210938,1.0,1.0
1989-02-27,,,,,11.5,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,287.1300048828125,94.66000366210938,1.0,1.0
1989-02-28,,,,,11.5,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,287.1300048828125,94.66000366210938,1.0,1.0
1989-03-01,,,,,11.5,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,287.82000732421875,94.88999938964844,1.0,1.0
1989-03-02,,,,,11.5,12.5,4.15,5.2,4.1,14.991,0.0,4.2,7.028,1425.0,100.4231,288.8599853515625,94.9000015258789,1.0,1.0
1989-03-03,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,287.1099853515625,95.66999816894533,1.0,1.0
1989-03-04,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,289.95001220703125,96.01000213623048,1.0,1.0
1989-03-05,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,291.17999267578125,95.77999877929688,1.0,1.0
1989-03-06,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,291.17999267578125,95.77999877929688,1.0,1.0
1989-03-07,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,291.17999267578125,95.77999877929688,1.0,1.0
1989-03-08,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,294.8099975585937,96.20999908447266,1.0,1.0
1989-03-09,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,293.8699951171875,96.2699966430664,1.0,1.0
1989-03-10,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,294.0799865722656,96.62000274658205,1.0,1.0
1989-03-11,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,293.92999267578125,96.33999633789062,1.0,1.0
1989-03-12,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,292.8800048828125,96.48999786376952,1.0,1.0
1989-03-13,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,292.8800048828125,96.48999786376952,1.0,1.0
1989-03-14,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,292.8800048828125,96.48999786376952,1.0,1.0
1989-03-15,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,295.32000732421875,96.83999633789062,1.0,1.0
1989-03-16,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,295.1400146484375,96.44000244140624,1.0,1.0
1989-03-17,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,296.6700134277344,96.98999786376952,1.0,1.0
1989-03-18,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,299.44000244140625,96.88999938964844,1.0,1.0
1989-03-19,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,292.69000244140625,97.30999755859376,1.0,1.0
1989-03-20,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,292.69000244140625,97.30999755859376,1.0,1.0
1989-03-21,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,292.69000244140625,97.30999755859376,1.0,1.0
1989-03-22,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,289.9200134277344,96.93000030517578,1.0,1.0
1989-03-23,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,291.3299865722656,96.98999786376952,1.0,1.0
1989-03-24,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,290.489990234375,96.83999633789062,1.0,1.0
1989-03-25,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,288.9800109863281,96.98999786376952,1.0,1.0
1989-03-26,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,288.9800109863281,96.98999786376952,1.0,1.0
1989-03-27,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,288.9800109863281,96.98999786376952,1.0,1.0
1989-03-28,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,288.9800109863281,96.98999786376952,1.0,1.0
1989-03-29,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,290.57000732421875,97.61000061035156,1.0,1.0
1989-03-30,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,291.5899963378906,98.23999786376952,1.0,1.0
1989-03-31,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,292.3500061035156,98.13999938964844,1.0,1.0
1989-04-01,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,292.5199890136719,98.13999938964844,1.0,1.0
1989-04-02,,,,,11.5,12.5,4.16,5.0,4.1,14.662,0.0,4.2,7.028,1422.0,100.2684,294.8699951171875,98.13999938964844,1.0,1.0
1989-04-03,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,294.8699951171875,98.13999938964844,1.0,1.0
1989-04-04,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,294.8699951171875,98.13999938964844,1.0,1.0
1989-04-05,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,296.3900146484375,97.51000213623048,1.0,1.0
1989-04-06,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,295.3099975585937,96.8499984741211,1.0,1.0
1989-04-07,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,296.239990234375,97.0500030517578,1.0,1.0
1989-04-08,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,295.2900085449219,97.1500015258789,1.0,1.0
1989-04-09,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,297.1600036621094,97.5199966430664,1.0,1.0
1989-04-10,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,297.1600036621094,97.5199966430664,1.0,1.0
1989-04-11,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,297.1600036621094,97.5199966430664,1.0,1.0
1989-04-12,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,297.1099853515625,97.6999969482422,1.0,1.0
1989-04-13,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,298.489990234375,97.81999969482422,1.0,1.0
1989-04-14,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,298.989990234375,97.75,1.0,1.0
1989-04-15,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,296.3999938964844,97.27999877929688,1.0,1.0
1989-04-16,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,301.3599853515625,96.93000030517578,1.0,1.0
1989-04-17,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,301.3599853515625,96.93000030517578,1.0,1.0
1989-04-18,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,301.3599853515625,96.93000030517578,1.0,1.0
1989-04-19,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,301.7200012207031,96.76000213623048,1.0,1.0
1989-04-20,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,306.0199890136719,96.44000244140624,1.0,1.0
1989-04-21,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,307.1499938964844,96.86000061035156,1.0,1.0
1989-04-22,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,306.19000244140625,96.2300033569336,1.0,1.0
1989-04-23,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,309.6099853515625,96.36000061035156,1.0,1.0
1989-04-24,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,309.6099853515625,96.36000061035156,1.0,1.0
1989-04-25,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,309.6099853515625,96.36000061035156,1.0,1.0
1989-04-26,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,308.69000244140625,96.73999786376952,1.0,1.0
1989-04-27,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,306.75,97.0,1.0,1.0
1989-04-28,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,306.92999267578125,97.56999969482422,1.0,1.0
1989-04-29,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,309.5799865722656,97.44000244140624,1.0,1.0
1989-04-30,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,309.6400146484375,97.70999908447266,1.0,1.0
1989-05-01,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,309.6400146484375,97.70999908447266,1.0,1.0
1989-05-02,,,,,11.5,18.7,4.16,5.2,3.1,16.024,0.0,4.3,7.233,1339.0,100.0943,309.6400146484375,97.70999908447266,1.0,1.0
1989-05-03,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,309.1199951171875,98.18000030517578,1.0,1.0
1989-05-04,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,308.1199951171875,98.12999725341795,1.0,1.0
1989-05-05,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,308.1600036621094,98.2699966430664,1.0,1.0
1989-05-06,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,307.7699890136719,98.33000183105467,1.0,1.0
1989-05-07,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,307.6099853515625,98.41999816894533,1.0,1.0
1989-05-08,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,307.6099853515625,98.41999816894533,1.0,1.0
1989-05-09,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,307.6099853515625,98.41999816894533,1.0,1.0
1989-05-10,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,306.0,98.95999908447266,1.0,1.0
1989-05-11,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,305.19000244140625,98.9000015258789,1.0,1.0
1989-05-12,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,305.79998779296875,98.55999755859376,1.0,1.0
1989-05-13,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,306.95001220703125,99.16000366210938,1.0,1.0
1989-05-14,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,313.8399963378906,99.44000244140624,1.0,1.0
1989-05-15,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,313.8399963378906,99.44000244140624,1.0,1.0
1989-05-16,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,313.8399963378906,99.44000244140624,1.0,1.0
1989-05-17,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,316.1600036621094,100.43000030517578,1.0,1.0
1989-05-18,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,315.2799987792969,100.30999755859376,1.0,1.0
1989-05-19,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,317.4800109863281,101.87000274658205,1.0,1.0
1989-05-20,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,317.9700012207031,101.91999816894533,1.0,1.0
1989-05-21,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,321.239990234375,101.97000122070312,1.0,1.0
1989-05-22,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,321.239990234375,101.97000122070312,1.0,1.0
1989-05-23,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,321.239990234375,101.97000122070312,1.0,1.0
1989-05-24,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,321.9800109863281,103.76000213623048,1.0,1.0
1989-05-25,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,318.32000732421875,103.94000244140624,1.0,1.0
1989-05-26,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,319.1400146484375,104.26000213623048,1.0,1.0
1989-05-27,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,319.1700134277344,102.83000183105467,1.0,1.0
1989-05-28,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,321.5899963378906,102.5199966430664,1.0,1.0
1989-05-29,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,321.5899963378906,102.5199966430664,1.0,1.0
1989-05-30,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,321.5899963378906,102.5199966430664,1.0,1.0
1989-05-31,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,321.5899963378906,102.5199966430664,1.0,1.0
1989-06-01,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,319.04998779296875,103.43000030517578,1.0,1.0
1989-06-02,,,,,11.5,18.7,4.24,5.2,3.1,15.267,0.0,4.3,7.233,1331.0,99.92727,320.5199890136719,102.9800033569336,1.0,1.0
1989-06-03,,,,,11.5,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,321.9700012207031,102.80999755859376,1.0,1.0
1989-06-04,,,,,11.5,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,325.5199890136719,101.22000122070312,1.0,1.0
1989-06-05,9.5,-25.0,0.0,-1.0,11.5,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,325.5199890136719,101.22000122070312,1.0,1.0
1989-06-06,,,,,11.5,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,325.5199890136719,101.22000122070312,1.0,1.0
1989-06-07,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,322.0299987792969,102.88999938964844,1.0,1.0
1989-06-08,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,324.239990234375,102.48999786376952,1.0,1.0
1989-06-09,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,326.95001220703125,102.52999877929688,1.0,1.0
1989-06-10,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,326.75,102.72000122070312,1.0,1.0
1989-06-11,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,326.69000244140625,104.31999969482422,1.0,1.0
1989-06-12,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,326.69000244140625,104.31999969482422,1.0,1.0
1989-06-13,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,326.69000244140625,104.31999969482422,1.0,1.0
1989-06-14,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,326.239990234375,105.0999984741211,1.0,1.0
1989-06-15,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,323.9100036621094,104.87000274658205,1.0,1.0
1989-06-16,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,323.8299865722656,105.61000061035156,1.0,1.0
1989-06-17,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,320.0799865722656,104.13999938964844,1.0,1.0
1989-06-18,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,321.3500061035156,103.33000183105467,1.0,1.0
1989-06-19,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,321.3500061035156,103.33000183105467,1.0,1.0
1989-06-20,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,321.3500061035156,103.33000183105467,1.0,1.0
1989-06-21,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,321.8900146484375,103.11000061035156,1.0,1.0
1989-06-22,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,321.25,103.5500030517578,1.0,1.0
1989-06-23,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,320.4800109863281,102.36000061035156,1.0,1.0
1989-06-24,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,322.32000732421875,101.55999755859376,1.0,1.0
1989-06-25,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,328.0,100.93000030517578,1.0,1.0
1989-06-26,,,,,11.0,18.7,4.13,5.3,3.1,14.384,0.0,4.3,7.233,1397.0,99.79815,328.0,100.93000030517578,1.0,1.0
